url,url_type,last_snapshot_timestamp,last_snapshot_url_for_fetch,status_last_seen,estimated_organic_traffic,referring_domains,dofollow_referring_domains,total_backlinks,max_domain_rating,priority_score,priority_tier
https://allmedtests.com/spectrophotometer-working-principle-use-applications/,article,20251228144441,http://web.archive.org/web/20251228144441id_/http://allmedtests.com/spectrophotometer-working-principle-use-applications/,200,unknown,4,0,4,81,70,P0
https://allmedtests.com/benedicts-test-reducing-sugar/,article,20240808130150,http://web.archive.org/web/20240808130150id_/https://allmedtests.com/benedicts-test-reducing-sugar/,200,unknown,2,2,2,20,55,P0
https://allmedtests.com/blood-glucose-test/,article,20240520035045,http://web.archive.org/web/20240520035045id_/https://allmedtests.com/blood-glucose-test/,200,unknown,1,1,1,28,55,P0
https://allmedtests.com/creatine-kinase-test/,article,20240416043709,http://web.archive.org/web/20240416043709id_/https://allmedtests.com/creatine-kinase-test/,200,unknown,1,1,1,52,55,P0
https://allmedtests.com/serum-urea-test-kinetic-uv-method/,article,20240520030101,http://web.archive.org/web/20240520030101id_/https://allmedtests.com/serum-urea-test-kinetic-uv-method/,200,unknown,1,0,1,6,55,P0
https://allmedtests.com/abo-and-rh-blood-grouping/,article,20241005084300,http://web.archive.org/web/20241005084300id_/https://allmedtests.com/abo-and-rh-blood-grouping/,200,unknown,2,0,2,0,50,P0
https://allmedtests.com/separation-amino-acids-paper-chromatography/,article,20240520033821,http://web.archive.org/web/20240520033821id_/https://allmedtests.com/separation-amino-acids-paper-chromatography/,200,unknown,2,1,2,18,50,P0
https://allmedtests.com/clinical-examination-sensory-system/,article,20240621230413,http://web.archive.org/web/20240621230413id_/https://allmedtests.com/clinical-examination-sensory-system/,200,unknown,1,0,1,6,50,P0
https://allmedtests.com/photoelectric-colorimeter/,article,20240915110436,http://web.archive.org/web/20240915110436id_/https://allmedtests.com/photoelectric-colorimeter/,200,unknown,1,0,1,13,50,P0
https://allmedtests.com/anthrone-test/,article,20241005095538,http://web.archive.org/web/20241005095538id_/https://allmedtests.com/anthrone-test/,404,unknown,0,0,0,0,5,P2
https://allmedtests.com/barfoeds-test-monosaccharide/,article,20240915105727,http://web.archive.org/web/20240915105727id_/https://allmedtests.com/barfoeds-test-monosaccharide/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/bials-test/,article,20240722080136,http://web.archive.org/web/20240722080136id_/https://allmedtests.com/bials-test/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/clinical-tests-examination-trigeminal-nerve/,article,20240621230858,http://web.archive.org/web/20240621230858id_/https://allmedtests.com/clinical-tests-examination-trigeminal-nerve/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/coordination-tests/,article,20240622010227,http://web.archive.org/web/20240622010227id_/https://allmedtests.com/coordination-tests/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/cranial-nerve-7-test/,article,20240416042831,http://web.archive.org/web/20240416042831id_/https://allmedtests.com/cranial-nerve-7-test/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/creatinine-clearance-test/,article,20240416051740,http://web.archive.org/web/20240416051740id_/https://allmedtests.com/creatinine-clearance-test/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/determination-blood-urea-dam-method/,article,20240416034747,http://web.archive.org/web/20240416034747id_/https://allmedtests.com/determination-blood-urea-dam-method/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/determination-plasma-protein-biuret-method/,article,20240520020253,http://web.archive.org/web/20240520020253id_/https://allmedtests.com/determination-plasma-protein-biuret-method/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/dexamethasone-suppression-test/,article,20240722084423,http://web.archive.org/web/20240722084423id_/https://allmedtests.com/dexamethasone-suppression-test/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/differential-leukocyte-count-procedure/,article,20240621224721,http://web.archive.org/web/20240621224721id_/https://allmedtests.com/differential-leukocyte-count-procedure/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/finger-nose-test-procedure-video/,article,20240808140548,http://web.archive.org/web/20240808140548id_/https://allmedtests.com/finger-nose-test-procedure-video/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/heel-to-shin-test-procedure/,article,20240520040426,http://web.archive.org/web/20240520040426id_/https://allmedtests.com/heel-to-shin-test-procedure/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/iodine-test-starch/,article,20251230035934,http://web.archive.org/web/20251230035934id_/http://allmedtests.com/iodine-test-starch/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/lactate-dehydrogenase-test/,article,20240722070727,http://web.archive.org/web/20240722070727id_/https://allmedtests.com/lactate-dehydrogenase-test/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/molischs-test-principle-reagent/,article,20240915095701,http://web.archive.org/web/20240915095701id_/https://allmedtests.com/molischs-test-principle-reagent/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/osazone-test-principle-procedure/,article,20240915111429,http://web.archive.org/web/20240915111429id_/https://allmedtests.com/osazone-test-principle-procedure/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/protein-free-filtrate-folin-wu-method/,article,20240915111719,http://web.archive.org/web/20240915111719id_/https://allmedtests.com/protein-free-filtrate-folin-wu-method/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/rapid-alternating-movement-tests/,article,20240722071229,http://web.archive.org/web/20240722071229id_/https://allmedtests.com/rapid-alternating-movement-tests/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/seliwanoffs-test-principle-procedure/,article,20240520023335,http://web.archive.org/web/20240520023335id_/https://allmedtests.com/seliwanoffs-test-principle-procedure/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/serum-bilirubin-test/,article,20240622010304,http://web.archive.org/web/20240622010304id_/https://allmedtests.com/serum-bilirubin-test/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/serum-cholesterol-test-cholesterol-oxidase-method/,article,20240722073346,http://web.archive.org/web/20240722073346id_/https://allmedtests.com/serum-cholesterol-test-cholesterol-oxidase-method/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/serum-creatinine-test-jaffes-method/,article,20241005102533,http://web.archive.org/web/20241005102533id_/https://allmedtests.com/serum-creatinine-test-jaffes-method/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/sgot-test-uv-method/,article,20240520034715,http://web.archive.org/web/20240520034715id_/https://allmedtests.com/sgot-test-uv-method/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/taste-sensation-test/,article,20240722081127,http://web.archive.org/web/20240722081127id_/https://allmedtests.com/taste-sensation-test/,200,unknown,0,0,0,0,5,P2
https://allmedtests.com/ankle-patellar-clonus/,article,20240915101518,http://web.archive.org/web/20240915101518id_/https://allmedtests.com/ankle-patellar-clonus/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/blood-collection/,article,20240221204615,http://web.archive.org/web/20240221204615id_/https://allmedtests.com/blood-collection/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/clinical-examination-motor-system/,article,20241005100658,http://web.archive.org/web/20241005100658id_/https://allmedtests.com/clinical-examination-motor-system/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/demonstrate-deep-tendon-reflexes-subject/,article,20240621232321,http://web.archive.org/web/20240621232321id_/https://allmedtests.com/demonstrate-deep-tendon-reflexes-subject/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/demonstrate-power-different-muscles-subject/,article,20240416035636,http://web.archive.org/web/20240416035636id_/https://allmedtests.com/demonstrate-power-different-muscles-subject/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/demonstrate-superficial-reflexes-subject/,article,20240621224508,http://web.archive.org/web/20240621224508id_/https://allmedtests.com/demonstrate-superficial-reflexes-subject/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/examination-oculomotor-trochlear-abducent-nerves/,article,20240520015332,http://web.archive.org/web/20240520015332id_/https://allmedtests.com/examination-oculomotor-trochlear-abducent-nerves/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/olfactory-sensations/,article,20240622003703,http://web.archive.org/web/20240622003703id_/https://allmedtests.com/olfactory-sensations/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/to-study-the-response-of-skin-to-blunt-injury-triple-response/,article,20240722072502,http://web.archive.org/web/20240722072502id_/https://allmedtests.com/to-study-the-response-of-skin-to-blunt-injury-triple-response/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/what-ph-meter-use/,article,20240416034410,http://web.archive.org/web/20240416034410id_/https://allmedtests.com/what-ph-meter-use/,200,unknown,0,0,0,0,0,P3
https://allmedtests.com/,homepage,20241009200808,http://web.archive.org/web/20241009200808id_/https://allmedtests.com/,200,unknown,193,53,214,80,,
https://allmedtests.com/115-xalex-drug-testing-kits/,legacy_product,20120629093020,http://web.archive.org/web/20120629093020id_/http://allmedtests.com:80/115-xalex-drug-testing-kits,200,unknown,0,0,0,0,,
https://allmedtests.com/115/2165-xalex-multi-drug-testing-kit-for-5-drugs-thc-coc-met-opi-amp/,legacy_product,20120630214056,http://web.archive.org/web/20120630214056id_/http://allmedtests.com:80/115/2165-xalex-multi-drug-testing-kit-for-5-drugs-thc-coc-met-opi-amp,200,unknown,0,0,0,0,,
https://allmedtests.com/115/2166-xalex-multi-drug-testing-kit-for-5-drugs-thc-coc-opi-amp-pcp/,legacy_product,20120630214101,http://web.archive.org/web/20120630214101id_/http://allmedtests.com:80/115/2166-xalex-multi-drug-testing-kit-for-5-drugs-thc-coc-opi-amp-pcp,200,unknown,0,0,0,0,,
https://allmedtests.com/115/2168-xalex-multi-drug-testing-kit-for-6-drugs/,legacy_product,20120630214106,http://web.archive.org/web/20120630214106id_/http://allmedtests.com:80/115/2168-xalex-multi-drug-testing-kit-for-6-drugs,200,unknown,0,0,0,0,,
https://allmedtests.com/115/2169-xalex-multi-drug-testing-kit-for-10-drugs/,legacy_product,20120630214111,http://web.archive.org/web/20120630214111id_/http://allmedtests.com:80/115/2169-xalex-multi-drug-testing-kit-for-10-drugs,200,unknown,0,0,0,0,,
https://allmedtests.com/189-home-test-kits/,legacy_product,20120926172212,http://web.archive.org/web/20120926172212id_/http://allmedtests.com:80/189-home-test-kits,200,unknown,0,0,0,0,,
